CRASH_ID,SER_NO,INVSTG_AGY_SHORT_DESC,CRASH_SPEED_INVLV_FLG,ALCHL_INVLV_FLG,DRUG_INVLV_FLG,MJ_INVLV_FLG,SCHL_ZONE_IND,WRK_ZONE_IND,LANE RDWY DPRT CRASH FLG,UNLOCT FLG,CRASH_DT,CRASH_WK_DAY_CD,CRASH_HR_SHORT_DESC,CNTY_NM,CITY_SECT_NM,URB_AREA_SHORT_NM,HWY_NO,HWY_MED_NM,RDWY_NO,FC_CD,HWY_COMPNT_CD,HWY_COMPNT_SHORT_DESC,MLGE_TYP_CD,RD_CON_NO,LRS VAL,MP_NO,ST_NO,ST_NM,ISECT_ST_NO,ISECT_ST_NM,RD_CHAR_CD,RD_CHAR_SHORT_DESC,CMPSS_DIR_CD,CMPSS_DIR_FROM_CD,CMPSS_DIR_SHORT_DESC,IMPCT_LOC_CD,ISECT_TYP_SHORT_DESC,MEDN_TYP_SHORT_DESC,TURNG_LEG_QTY,LN_QTY,ISECT_REL_FLG,TRAF_CNTL_DEVICE_SHORT_DESC,OFF_RDWY_FLG,RNDABT_FLG,DRVWY_REL_FLG,WTHR_COND_SHORT_DESC,RD_SURF_SHORT_DESC,LGT_COND_SHORT_DESC,CRASH_TYP_SHORT_DESC,COLLIS_TYP_SHORT_DESC,CRASH_SVRTY_SHORT_DESC,CRASH_EVNT_1_CD,CRASH_EVNT_2_CD,CRASH_EVNT_3_CD,CRASH_CAUSE_1_CD,CRASH_CAUSE_2_CD,CRASH_CAUSE_3_CD,LAT DEG NO,LAT MINUTE NO,LAT SEC NO,LONGTD DEG NO,LONGTD MINUTE NO,LONGTD SEC NO,VHCL_ID,STRIKG_VHCL_FLG,VHCL_CODED_SEQ_NO,VHCL_TYP_SHORT_DESC,VHCL_USE_SHORT_DESC,TRLR_QTY,VHCL_OWNSHP_SHORT_DESC,VHCL_MVMNT_SHORT_DESC,VHCL_CMPSS_DIR_FROM_SHORT_DESC,VHCL_CMPSS_DIR_TO_SHORT_DESC,VHCL_ACTN_CD,VHCL_EVNT_1_CD,VHCL_EVNT_2_CD,VHCL_EVNT_3_CD,VHCL_CAUSE_1_CD,VHCL_CAUSE_2_CD,VHCL_CAUSE_3_CD,PARTIC_ID,STRIKG_PARTIC_FLG,PARTIC_VHCL_SEQ_NO,PARTIC_TYP_CD,PARTIC_TYP_SHORT_DESC,PARTIC_MVMNT_SHORT_DESC,PARTIC_CMPSS_DIR_FROM_SHORT_DESC,PARTIC_CMPSS_DIR_TO_SHORT_DESC,INJ_SVRTY_SHORT_DESC,AGE_VAL,SEX_CD,DRVR_LIC_STAT_SHORT_DESC,DRVR_RES_SHORT_DESC,PARTIC_ACTN_CD,NON_MOTRST_LOC_SHORT_DESC,PARTIC_ERR_1_CD,PARTIC_ERR_2_CD,PARTIC_ERR_3_CD,PARTIC_EVNT_1_CD,PARTIC_EVNT_2_CD,PARTIC_EVNT_3_CD,PARTIC_CAUSE_1_CD,PARTIC_CAUSE_2_CD,PARTIC_CAUSE_3_CD,TOTAL_CRASHES,TOTAL_ROWS
1702755,4878,NONE,0,0,0,0,0,0,N,FALSE,4/28/2016,5,2P,Multnomah,Portland N,PORTLAND UA,1,PACIFIC,1,11,0,MN,0,,000100100S00,302.61,322,PACIFIC HY I-5,9432,SB EX VANCOUVER C3,3,STRGHT,8,,NW,7,,RSDMD,,7,0,UNKNOWN,0,0,0,CLR,DRY,DAY,S-STRGHT,SS-O,PDO,,,,5,,,45,32,18.99,-122,40,11.77,3213531,0,2,PSNGR CAR,NONE,9,N/A,STRGHT,NW,SE,0,,,,0,,,3666226,0,1,1,DRVR,,,,NONE,0,9,UNK,UNK,0,,0,,,,,,0,,,717,1693
1702809,4904,NONE,0,0,0,0,0,0,N,FALSE,4/29/2016,6,3P,Multnomah,Portland SE,PORTLAND UA,1,PACIFIC,1,11,0,MN,0,,000100100S00,300.55,302,PACIFIC HY I-5,9460,NB EXTO BANFIELD C1,8,BRIDGE,5,,S,4,,NONE,,6,0,UNKNOWN,0,0,0,RAIN,WET,DAY,S-STRGHT,SS-O,PDO,13,,,13,,,45,30,35.56,-122,40,0.15,3213622,1,1,PSNGR CAR,NONE,9,N/A,STRGHT,S,N,0,,,,0,,,3666316,0,1,1,DRVR,,,,NONE,0,9,UNK,UNK,0,,0,,,,,,0,,,717,1693
1702809,4904,NONE,0,0,0,0,0,0,N,FALSE,4/29/2016,6,3P,Multnomah,Portland SE,PORTLAND UA,1,PACIFIC,1,11,0,MN,0,,000100100S00,300.55,302,PACIFIC HY I-5,9460,NB EXTO BANFIELD C1,8,BRIDGE,5,,S,4,,NONE,,6,0,UNKNOWN,0,0,0,RAIN,WET,DAY,S-STRGHT,SS-O,PDO,13,,,13,,,45,30,35.56,-122,40,0.15,3213623,0,2,PSNGR CAR,NONE,9,N/A,STRGHT,S,N,0,,,,0,,,3666317,0,1,1,DRVR,,,,NONE,0,9,UNK,UNK,0,,0,,,,,,0,,,717,1693
1665918,4905,NONE,0,0,0,0,0,0,N,FALSE,4/29/2016,6,5P,Multnomah,Portland Bridges,PORTLAND UA,1,PACIFIC,2,11,0,MN,0,,000100200S00,300.36,9009,MARQUAM BRIDGE,9452,SB EX MARQUAM BR,8,BRIDGE,2,,NE,3,,NONE,,3,0,ONE-WAY,0,0,0,RAIN,WET,DAY,S-1STOP,REAR,INJ,,,,29,,,45,30,28.31,-122,40,9.43,3145165,1,1,PSNGR CAR,NONE,0,PRVTE,STRGHT,NE,SW,0,,,,0,,,3588642,0,1,1,DRVR,,,,INJC,63,1,OR-Y,OR<25,0,,26,,,,,,29,,,717,1693
1665918,4905,NONE,0,0,0,0,0,0,N,FALSE,4/29/2016,6,5P,Multnomah,Portland Bridges,PORTLAND UA,1,PACIFIC,2,11,0,MN,0,,000100200S00,300.36,9009,MARQUAM BRIDGE,9452,SB EX MARQUAM BR,8,BRIDGE,2,,NE,3,,NONE,,3,0,ONE-WAY,0,0,0,RAIN,WET,DAY,S-1STOP,REAR,INJ,,,,29,,,45,30,28.31,-122,40,9.43,3145166,0,2,PSNGR CAR,NONE,0,PRVTE,STOP,NE,SW,11,,,,0,,,3588643,0,1,1,DRVR,,,,NONE,27,2,OTH-Y,N-RES,0,,0,,,,,,0,,,717,1693
1665918,4905,NONE,0,0,0,0,0,0,N,FALSE,4/29/2016,6,5P,Multnomah,Portland Bridges,PORTLAND UA,1,PACIFIC,2,11,0,MN,0,,000100200S00,300.36,9009,MARQUAM BRIDGE,9452,SB EX MARQUAM BR,8,BRIDGE,2,,NE,3,,NONE,,3,0,ONE-WAY,0,0,0,RAIN,WET,DAY,S-1STOP,REAR,INJ,,,,29,,,45,30,28.31,-122,40,9.43,3145167,0,3,PSNGR CAR,NONE,0,PRVTE,STRGHT,NE,SW,22,,,,0,,,3588644,0,1,1,DRVR,,,,NONE,29,2,OR-Y,OR<25,0,,42,,,,,,29,,,717,1693
1666064,4958,NONE,0,0,0,0,0,0,N,FALSE,4/30/2016,7,12P,Multnomah,Portland SE,PORTLAND UA,1,PACIFIC,2,11,0,MN,0,,000100200S00,300.53,302,PACIFIC HY I-5,9460,NB EXTO BANFIELD C1,8,BRIDGE,5,,S,4,,NONE,,4,0,ONE-WAY,0,0,0,CLR,DRY,DAY,S-1STOP,REAR,INJ,,,,29,,,45,30,33.97,-122,40,0.92,3145444,1,1,PSNGR CAR,NONE,0,PRVTE,STRGHT,S,N,0,,,,0,,,3589005,0,1,1,DRVR,,,,NONE,68,1,OR-Y,OR<25,0,,26,,,,,,29,,,717,1693
1666064,4958,NONE,0,0,0,0,0,0,N,FALSE,4/30/2016,7,12P,Multnomah,Portland SE,PORTLAND UA,1,PACIFIC,2,11,0,MN,0,,000100200S00,300.53,302,PACIFIC HY I-5,9460,NB EXTO BANFIELD C1,8,BRIDGE,5,,S,4,,NONE,,4,0,ONE-WAY,0,0,0,CLR,DRY,DAY,S-1STOP,REAR,INJ,,,,29,,,45,30,33.97,-122,40,0.92,3145445,0,2,PSNGR CAR,NONE,0,PRVTE,STOP,S,N,11,,,,0,,,3589006,0,1,1,DRVR,,,,INJC,64,2,OR-Y,OR<25,0,,0,,,,,,0,,,717,1693
1666510,4988,NONE,0,0,0,0,0,0,N,FALSE,5/1/2016,1,2P,Multnomah,Portland N,PORTLAND UA,1,PACIFIC,2,11,0,MN,0,,000100200S00,306.77,322,PACIFIC HY I-5,9901,EXTO MLK/MARINE C1,3,STRGHT,1,,N,3,,RSDMD,,6,0,UNKNOWN,0,0,0,CLR,DRY,DAY,S-1STOP,REAR,INJ,,,,29,,,45,35,44.91,-122,41,2.98,3146283,1,1,PSNGR CAR,NONE,0,PRVTE,STRGHT,S,N,0,,,,0,,,3590044,0,1,1,DRVR,,,,NONE,26,2,OR-Y,OR>25,0,,26,,,,,,29,,,717,1693
1666510,4988,NONE,0,0,0,0,0,0,N,FALSE,5/1/2016,1,2P,Multnomah,Portland N,PORTLAND UA,1,PACIFIC,2,11,0,MN,0,,000100200S00,306.77,322,PACIFIC HY I-5,9901,EXTO MLK/MARINE C1,3,STRGHT,1,,N,3,,RSDMD,,6,0,UNKNOWN,0,0,0,CLR,DRY,DAY,S-1STOP,REAR,INJ,,,,29,,,45,35,44.91,-122,41,2.98,3146284,0,2,PSNGR CAR,NONE,0,PRVTE,STOP,S,N,11,,,,0,,,3590045,0,1,1,DRVR,,,,INJC,24,2,OR-Y,OR<25,0,,0,,,,,,0,,,717,1693
1666399,4973,CITY,0,0,0,0,0,0,N,FALSE,5/1/2016,1,3P,Multnomah,Portland N,PORTLAND UA,1,PACIFIC,2,11,0,MN,0,,000100200S00,307.85,322,PACIFIC HY I-5,9456,NB EX JANTZN BCH C1,3,STRGHT,1,,N,5,,RSDMD,,6,0,UNKNOWN,0,0,0,CLR,DRY,DAY,S-STRGHT,SS-O,INJ,10,,,13,,,45,36,39.4,-122,40,45.51,3146080,1,1,PSNGR CAR,UNKN,0,UNKN,STRGHT,S,N,0,,,,0,,,3589791,0,1,1,DRVR,,,,NONE,0,2,UNK,UNK,0,,45,,,,,,13,,,717,1693
1666399,4973,CITY,0,0,0,0,0,0,N,FALSE,5/1/2016,1,3P,Multnomah,Portland N,PORTLAND UA,1,PACIFIC,2,11,0,MN,0,,000100200S00,307.85,322,PACIFIC HY I-5,9456,NB EX JANTZN BCH C1,3,STRGHT,1,,N,5,,RSDMD,,6,0,UNKNOWN,0,0,0,CLR,DRY,DAY,S-STRGHT,SS-O,INJ,10,,,13,,,45,36,39.4,-122,40,45.51,3146081,0,2,MTRCYCLE,NONE,0,PRVTE,STRGHT,S,N,0,10,,,0,,,3589792,0,1,1,DRVR,,,,INJA,55,1,OTH-Y,N-RES,0,,0,,,,,,0,,,717,1693
1666761,5067,NONE,0,0,0,0,0,0,N,FALSE,5/2/2016,2,7A,Multnomah,Portland NE,PORTLAND UA,1,PACIFIC,1,11,0,MN,0,,000100100S00,302,302,PACIFIC HY I-5,9435,SB EF WILLIAMS C5,3,STRGHT,5,,S,7,,RSDMD,,6,0,UNKNOWN,0,0,0,CLR,DRY,DAY,S-1STOP,REAR,INJ,,,,7,,,45,31,50.12,-122,39,55.26,3146768,1,1,PSNGR CAR,NONE,0,PRVTE,STRGHT,N,S,0,,,,0,,,3590634,0,1,1,DRVR,,,,INJB,48,2,OR-Y,OR<25,0,,26,,,,,,7,,,717,1693
1666761,5067,NONE,0,0,0,0,0,0,N,FALSE,5/2/2016,2,7A,Multnomah,Portland NE,PORTLAND UA,1,PACIFIC,1,11,0,MN,0,,000100100S00,302,302,PACIFIC HY I-5,9435,SB EF WILLIAMS C5,3,STRGHT,5,,S,7,,RSDMD,,6,0,UNKNOWN,0,0,0,CLR,DRY,DAY,S-1STOP,REAR,INJ,,,,7,,,45,31,50.12,-122,39,55.26,3146769,0,2,PSNGR CAR,NONE,0,PRVTE,STOP,N,S,11,,,,0,,,3590635,0,1,1,DRVR,,,,NONE,27,2,OTH-Y,N-RES,0,,0,,,,,,0,,,717,1693
1666887,5088,NO RPT,0,0,0,0,0,0,N,FALSE,5/2/2016,2,3P,Multnomah,Portland N,PORTLAND UA,1,PACIFIC,1,11,0,MN,0,,000100100S00,307.53,322,PACIFIC HY I-5,9902,SB EXTO MARINE DR,8,BRIDGE,1,,N,9,,RSDMD,,7,0,UNKNOWN,0,0,0,CLR,DRY,DAY,S-1STOP,REAR,INJ,,,,27,,,45,36,24.4,-122,40,55.31,3147001,1,1,PSNGR CAR,NONE,0,PRVTE,STRGHT,N,S,0,,,,0,,,3590922,0,1,1,DRVR,,,,INJC,65,2,OR-Y,OR<25,38,,26,16,,,,,27,,,717,1693
1666887,5088,NO RPT,0,0,0,0,0,0,N,FALSE,5/2/2016,2,3P,Multnomah,Portland N,PORTLAND UA,1,PACIFIC,1,11,0,MN,0,,000100100S00,307.53,322,PACIFIC HY I-5,9902,SB EXTO MARINE DR,8,BRIDGE,1,,N,9,,RSDMD,,7,0,UNKNOWN,0,0,0,CLR,DRY,DAY,S-1STOP,REAR,INJ,,,,27,,,45,36,24.4,-122,40,55.31,3147002,0,2,TRUCK,NONE,0,PRVTE,STOP,N,S,11,,,,0,,,3590923,0,1,1,DRVR,,,,INJC,42,1,OTH-Y,N-RES,0,,0,,,,,,0,,,717,1693
1703572,5123,CITY,1,0,0,0,0,0,N,FALSE,5/4/2016,4,9A,Multnomah,Portland N,PORTLAND UA,1,PACIFIC,1,11,0,MN,0,,000100100S00,303.94,322,PACIFIC HY I-5,9425,SB EF MINNESOTA C3,7,GRADE,5,,S,8,,RSDMD,,6,0,UNKNOWN,0,0,0,CLD,DRY,DAY,S-STRGHT,REAR,PDO,10,,,1,33,,45,33,19.74,-122,40,43.39,3215050,1,1,PSNGR CAR,NONE,9,N/A,STRGHT,N,S,0,,,,0,,,3667717,0,1,1,DRVR,,,,NONE,0,9,UNK,UNK,0,,0,,,,,,0,,,717,1693
1703572,5123,CITY,1,0,0,0,0,0,N,FALSE,5/4/2016,4,9A,Multnomah,Portland N,PORTLAND UA,1,PACIFIC,1,11,0,MN,0,,000100100S00,303.94,322,PACIFIC HY I-5,9425,SB EF MINNESOTA C3,7,GRADE,5,,S,8,,RSDMD,,6,0,UNKNOWN,0,0,0,CLD,DRY,DAY,S-STRGHT,REAR,PDO,10,,,1,33,,45,33,19.74,-122,40,43.39,3215051,0,2,PSNGR CAR,NONE,9,N/A,STRGHT,N,S,0,,,,0,,,3667718,0,1,1,DRVR,,,,NONE,0,9,UNK,UNK,0,,0,,,,,,0,,,717,1693
1666968,5134,NONE,0,0,0,0,0,0,N,FALSE,5/4/2016,4,8A,Multnomah,Portland N,PORTLAND UA,1,PACIFIC,1,11,0,MN,0,,000100100S00,306.6,322,PACIFIC HY I-5,9411,SB EF VICTORY BV C3,3,STRGHT,1,,N,7,,RSDMD,,6,0,UNKNOWN,0,0,0,CLR,DRY,DAY,S-1STOP,REAR,INJ,,,,29,,,45,35,36.69,-122,41,0.35,3147169,1,1,SEMI TOW,NONE,1,PRVTE,STRGHT,N,S,0,,,,0,,,3591115,0,1,1,DRVR,,,,NONE,53,1,OTH-Y,N-RES,0,,26,,,,,,29,,,717,1693
1666968,5134,NONE,0,0,0,0,0,0,N,FALSE,5/4/2016,4,8A,Multnomah,Portland N,PORTLAND UA,1,PACIFIC,1,11,0,MN,0,,000100100S00,306.6,322,PACIFIC HY I-5,9411,SB EF VICTORY BV C3,3,STRGHT,1,,N,7,,RSDMD,,6,0,UNKNOWN,0,0,0,CLR,DRY,DAY,S-1STOP,REAR,INJ,,,,29,,,45,35,36.69,-122,41,0.35,3147170,0,2,PSNGR CAR,NONE,0,PRVTE,STOP,N,S,11,,,,0,,,3591116,0,1,1,DRVR,,,,INJC,60,2,OTH-Y,N-RES,0,,0,,,,,,0,,,717,1693
1668206,5774,NONE,0,0,0,0,0,0,N,FALSE,5/5/2016,5,6A,Multnomah,Portland SE,PORTLAND UA,1,PACIFIC,1,11,0,MN,0,,000100100S00,301.36,302,PACIFIC HY I-5,9439,SB ENFR BANFIELD C2,3,STRGHT,1,,N,7,,RSDMD,,5,0,UNKNOWN,0,0,0,CLR,DRY,DAY,S-1STOP,REAR,INJ,,,,29,,,45,31,17.07,-122,39,56.66,3149510,1,1,PSNGR CAR,NONE,0,PRVTE,STRGHT,N,S,0,,,,0,,,3594035,0,1,1,DRVR,,,,NONE,46,1,OR-Y,OR<25,0,,26,,,,,,29,,,717,1693
1668206,5774,NONE,0,0,0,0,0,0,N,FALSE,5/5/2016,5,6A,Multnomah,Portland SE,PORTLAND UA,1,PACIFIC,1,11,0,MN,0,,000100100S00,301.36,302,PACIFIC HY I-5,9439,SB ENFR BANFIELD C2,3,STRGHT,1,,N,7,,RSDMD,,5,0,UNKNOWN,0,0,0,CLR,DRY,DAY,S-1STOP,REAR,INJ,,,,29,,,45,31,17.07,-122,39,56.66,3149511,0,2,PSNGR CAR,NONE,0,PRVTE,STOP,N,S,11,,,,0,,,3594036,0,1,1,DRVR,,,,INJC,60,2,OR-Y,OR<25,0,,0,,,,,,0,,,717,1693
1668206,5774,NONE,0,0,0,0,0,0,N,FALSE,5/5/2016,5,6A,Multnomah,Portland SE,PORTLAND UA,1,PACIFIC,1,11,0,MN,0,,000100100S00,301.36,302,PACIFIC HY I-5,9439,SB ENFR BANFIELD C2,3,STRGHT,1,,N,7,,RSDMD,,5,0,UNKNOWN,0,0,0,CLR,DRY,DAY,S-1STOP,REAR,INJ,,,,29,,,45,31,17.07,-122,39,56.66,3149511,0,2,PSNGR CAR,NONE,0,PRVTE,STOP,N,S,11,,,,0,,,3594037,0,2,2,PSNG,,,,INJC,24,2,,,0,,0,,,,,,0,,,717,1693
1703664,5177,CITY,0,0,0,0,0,0,N,FALSE,5/5/2016,5,3P,Multnomah,Portland N,PORTLAND UA,1,PACIFIC,1,11,0,MN,0,,000100100S00,304.85,322,PACIFIC HY I-5,9421,SB EF PTLD BLVD C4,3,STRGHT,1,,N,7,,RSDMD,,6,0,UNKNOWN,0,0,0,CLR,DRY,DAY,S-1STOP,REAR,PDO,,,,29,,,45,34,7.61,-122,40,43.25,3215224,1,1,PSNGR CAR,NONE,9,N/A,STRGHT,N,S,0,,,,0,,,3667888,0,1,1,DRVR,,,,NONE,0,9,UNK,UNK,0,,0,,,,,,0,,,717,1693
1703664,5177,CITY,0,0,0,0,0,0,N,FALSE,5/5/2016,5,3P,Multnomah,Portland N,PORTLAND UA,1,PACIFIC,1,11,0,MN,0,,000100100S00,304.85,322,PACIFIC HY I-5,9421,SB EF PTLD BLVD C4,3,STRGHT,1,,N,7,,RSDMD,,6,0,UNKNOWN,0,0,0,CLR,DRY,DAY,S-1STOP,REAR,PDO,,,,29,,,45,34,7.61,-122,40,43.25,3215225,0,2,PSNGR CAR,NONE,9,N/A,STRGHT,N,S,0,,,,0,,,3667889,0,1,1,DRVR,,,,NONE,0,9,UNK,UNK,0,,0,,,,,,0,,,717,1693
1703670,5188,NONE,0,0,0,0,0,0,N,FALSE,5/5/2016,5,8A,Multnomah,Portland N,PORTLAND UA,1,PACIFIC,1,11,0,MN,0,,000100100S00,305.03,322,PACIFIC HY I-5,9420,SB EX PTLD BLVD C3,3,STRGHT,5,,S,6,,RSDMD,,6,0,UNKNOWN,0,0,0,CLR,DRY,DAY,S-1STOP,REAR,PDO,,,,29,,,45,34,16.5,-122,40,43.41,3215236,1,1,PSNGR CAR,NONE,9,N/A,STRGHT,N,S,0,,,,0,,,3667900,0,1,1,DRVR,,,,NONE,0,9,UNK,UNK,0,,0,,,,,,0,,,717,1693
1703670,5188,NONE,0,0,0,0,0,0,N,FALSE,5/5/2016,5,8A,Multnomah,Portland N,PORTLAND UA,1,PACIFIC,1,11,0,MN,0,,000100100S00,305.03,322,PACIFIC HY I-5,9420,SB EX PTLD BLVD C3,3,STRGHT,5,,S,6,,RSDMD,,6,0,UNKNOWN,0,0,0,CLR,DRY,DAY,S-1STOP,REAR,PDO,,,,29,,,45,34,16.5,-122,40,43.41,3215237,0,2,PSNGR CAR,NONE,9,N/A,STOP,N,S,11,,,,0,,,3667901,0,1,1,DRVR,,,,NONE,0,9,UNK,UNK,0,,0,,,,,,0,,,717,1693
1684752,6337,NO RPT,0,0,0,0,0,0,N,FALSE,5/5/2016,5,2P,Multnomah,Portland SW,PORTLAND UA,1,PACIFIC,2,11,0,MN,0,,000100200S00,299.12,306,PACIFIC HY I-5,9480,NB EX MACADAM AV C1,3,STRGHT,5,,S,3,,RSDMD,,6,0,MEDIAN BAR,0,0,0,CLR,DRY,DAY,S-1STOP,REAR,INJ,,,,16,29,,45,29,30.59,-122,40,26.24,3181276,1,1,PSNGR CAR,NONE,0,PRVTE,STRGHT,S,N,0,,,,0,,,3633656,0,1,1,DRVR,,,,NONE,21,1,OR-Y,OR>25,25,,0,,,,,,16,29,,717,1693
1684752,6337,NO RPT,0,0,0,0,0,0,N,FALSE,5/5/2016,5,2P,Multnomah,Portland SW,PORTLAND UA,1,PACIFIC,2,11,0,MN,0,,000100200S00,299.12,306,PACIFIC HY I-5,9480,NB EX MACADAM AV C1,3,STRGHT,5,,S,3,,RSDMD,,6,0,MEDIAN BAR,0,0,0,CLR,DRY,DAY,S-1STOP,REAR,INJ,,,,16,29,,45,29,30.59,-122,40,26.24,3181277,0,2,PSNGR CAR,NONE,0,PRVTE,STOP,S,N,11,,,,0,,,3633657,0,1,1,DRVR,,,,INJC,22,2,OR-Y,OR<25,0,,0,,,,,,0,,,717,1693
1703657,5171,NO RPT,0,0,0,0,0,0,Y,FALSE,5/5/2016,5,4A,Multnomah,Portland Bridges,PORTLAND UA,1,PACIFIC,2,11,0,MN,0,,000100200S00,300.37,9009,MARQUAM BRIDGE,9452,SB EX MARQUAM BR,8,BRIDGE,2,,NE,6,,NONE,,4,0,UNKNOWN,1,0,0,UNK,DRY,DARK,FIX OBJ,FIX,PDO,48,80,,10,,,45,30,28.62,-122,40,8.9,3215210,1,1,PSNGR CAR,NONE,9,N/A,STRGHT,NE,SW,0,,,,0,,,3667874,0,1,1,DRVR,,,,NONE,0,9,UNK,UNK,0,,0,,,,,,0,,,717,1693
1703657,5171,NO RPT,0,0,0,0,0,0,Y,FALSE,5/5/2016,5,4A,Multnomah,Portland Bridges,PORTLAND UA,1,PACIFIC,2,11,0,MN,0,,000100200S00,300.37,9009,MARQUAM BRIDGE,9452,SB EX MARQUAM BR,8,BRIDGE,2,,NE,6,,NONE,,4,0,UNKNOWN,1,0,0,UNK,DRY,DARK,FIX OBJ,FIX,PDO,48,80,,10,,,45,30,28.62,-122,40,8.9,3215211,0,2,PSNGR CAR,NONE,9,N/A,STRGHT,NE,SW,0,,,,0,,,3667875,0,1,1,DRVR,,,,NONE,0,9,UNK,UNK,0,,0,,,,,,0,,,717,1693
1667368,5220,NONE,0,0,0,0,0,0,N,FALSE,5/6/2016,6,3P,Multnomah,Portland SW,PORTLAND UA,1,PACIFIC,1,11,0,MN,0,,000100100S00,299.85,9493,SB EF MARQUAM BR,9496,SB EX HOOD AVE C2,3,STRGHT,8,,NW,3,,NONE,,2,0,ONE-WAY,0,0,0,CLR,DRY,DAY,S-STRGHT,REAR,INJ,,,,29,,,45,30,7.2,-122,40,27.54,3147924,1,1,PSNGR CAR,NONE,0,PRVTE,STRGHT,NW,SE,0,,,,0,,,3592088,0,1,1,DRVR,,,,NONE,42,1,OR-Y,OR<25,0,,26,,,,,,29,,,717,1693
1667368,5220,NONE,0,0,0,0,0,0,N,FALSE,5/6/2016,6,3P,Multnomah,Portland SW,PORTLAND UA,1,PACIFIC,1,11,0,MN,0,,000100100S00,299.85,9493,SB EF MARQUAM BR,9496,SB EX HOOD AVE C2,3,STRGHT,8,,NW,3,,NONE,,2,0,ONE-WAY,0,0,0,CLR,DRY,DAY,S-STRGHT,REAR,INJ,,,,29,,,45,30,7.2,-122,40,27.54,3147925,0,2,PSNGR CAR,NONE,0,PRVTE,STOP,NW,SE,11,,,,0,,,3592089,0,1,1,DRVR,,,,INJC,71,2,OR-Y,OR<25,0,,0,,,,,,0,,,717,1693
1667333,5210,NO RPT,0,0,0,0,0,0,N,FALSE,5/6/2016,6,8A,Multnomah,Portland SE,PORTLAND UA,1,PACIFIC,1,11,0,MN,0,,000100100S00,301,302,PACIFIC HY I-5,9439,SB ENFR BANFIELD C2,3,STRGHT,5,,S,5,,RSDMD,,5,0,UNKNOWN,0,0,0,CLR,DRY,DAY,S-1STOP,REAR,INJ,13,,,13,,,45,30,58.57,-122,40,2.67,3147855,1,1,PSNGR CAR,NONE,0,PRVTE,STRGHT,N,S,0,,,,0,,,3591996,0,1,1,DRVR,,,,INJC,19,2,OR-Y,OR<25,0,,26,45,,,,,13,,,717,1693
1667333,5210,NO RPT,0,0,0,0,0,0,N,FALSE,5/6/2016,6,8A,Multnomah,Portland SE,PORTLAND UA,1,PACIFIC,1,11,0,MN,0,,000100100S00,301,302,PACIFIC HY I-5,9439,SB ENFR BANFIELD C2,3,STRGHT,5,,S,5,,RSDMD,,5,0,UNKNOWN,0,0,0,CLR,DRY,DAY,S-1STOP,REAR,INJ,13,,,13,,,45,30,58.57,-122,40,2.67,3147856,0,2,PSNGR CAR,NONE,0,PRVTE,STOP,N,S,11,13,,,0,,,3591997,0,1,1,DRVR,,,,NONE,19,1,OTH-Y,N-RES,0,,0,,,,,,0,,,717,1693
1667333,5210,NO RPT,0,0,0,0,0,0,N,FALSE,5/6/2016,6,8A,Multnomah,Portland SE,PORTLAND UA,1,PACIFIC,1,11,0,MN,0,,000100100S00,301,302,PACIFIC HY I-5,9439,SB ENFR BANFIELD C2,3,STRGHT,5,,S,5,,RSDMD,,5,0,UNKNOWN,0,0,0,CLR,DRY,DAY,S-1STOP,REAR,INJ,13,,,13,,,45,30,58.57,-122,40,2.67,3147857,0,3,PSNGR CAR,NONE,0,PRVTE,STOP,N,S,22,,,,0,,,3591998,0,1,1,DRVR,,,,NONE,43,2,OTH-Y,N-RES,0,,0,,,,,,0,,,717,1693
1667380,5225,NO RPT,0,0,0,0,0,0,N,FALSE,5/6/2016,6,9P,Multnomah,Portland N,PORTLAND UA,1,PACIFIC,1,11,0,MN,0,,000100100S00,304.96,322,PACIFIC HY I-5,9420,SB EX PTLD BLVD C3,3,STRGHT,5,,S,6,,RSDMD,,4,0,UNKNOWN,0,0,0,CLR,DRY,DLIT,S-STRGHT,REAR,INJ,13,,,29,,,45,34,13.04,-122,40,43.35,3147946,1,1,PSNGR CAR,NONE,0,PRVTE,STRGHT,N,S,0,,,,0,,,3592116,0,1,1,DRVR,,,,NONE,34,2,OTH-Y,N-RES,0,,42,,,,,,29,,,717,1693
1667380,5225,NO RPT,0,0,0,0,0,0,N,FALSE,5/6/2016,6,9P,Multnomah,Portland N,PORTLAND UA,1,PACIFIC,1,11,0,MN,0,,000100100S00,304.96,322,PACIFIC HY I-5,9420,SB EX PTLD BLVD C3,3,STRGHT,5,,S,6,,RSDMD,,4,0,UNKNOWN,0,0,0,CLR,DRY,DLIT,S-STRGHT,REAR,INJ,13,,,29,,,45,34,13.04,-122,40,43.35,3147947,0,2,PSNGR CAR,NONE,0,PRVTE,STRGHT,N,S,0,13,,,0,,,3592117,0,1,1,DRVR,,,,INJC,28,1,OR-Y,OR<25,0,,0,,,,,,0,,,717,1693
