CRASH_ID,SER_NO,INVSTG_AGY_SHORT_DESC,CRASH_SPEED_INVLV_FLG,ALCHL_INVLV_FLG,DRUG_INVLV_FLG,MJ_INVLV_FLG,SCHL_ZONE_IND,WRK_ZONE_IND,LANE RDWY DPRT CRASH FLG,UNLOCT FLG,CRASH_DT,CRASH_WK_DAY_CD,CRASH_HR_SHORT_DESC,CNTY_NM,CITY_SECT_NM,URB_AREA_SHORT_NM,HWY_NO,HWY_MED_NM,RDWY_NO,FC_CD,HWY_COMPNT_CD,HWY_COMPNT_SHORT_DESC,MLGE_TYP_CD,RD_CON_NO,LRS VAL,MP_NO,ST_NO,ST_NM,ISECT_ST_NO,ISECT_ST_NM,RD_CHAR_CD,RD_CHAR_SHORT_DESC,CMPSS_DIR_CD,CMPSS_DIR_FROM_CD,CMPSS_DIR_SHORT_DESC,IMPCT_LOC_CD,ISECT_TYP_SHORT_DESC,MEDN_TYP_SHORT_DESC,TURNG_LEG_QTY,LN_QTY,ISECT_REL_FLG,TRAF_CNTL_DEVICE_SHORT_DESC,OFF_RDWY_FLG,RNDABT_FLG,DRVWY_REL_FLG,WTHR_COND_SHORT_DESC,RD_SURF_SHORT_DESC,LGT_COND_SHORT_DESC,CRASH_TYP_SHORT_DESC,COLLIS_TYP_SHORT_DESC,CRASH_SVRTY_SHORT_DESC,CRASH_EVNT_1_CD,CRASH_EVNT_2_CD,CRASH_EVNT_3_CD,CRASH_CAUSE_1_CD,CRASH_CAUSE_2_CD,CRASH_CAUSE_3_CD,LAT DEG NO,LAT MINUTE NO,LAT SEC NO,LONGTD DEG NO,LONGTD MINUTE NO,LONGTD SEC NO,VHCL_ID,STRIKG_VHCL_FLG,VHCL_CODED_SEQ_NO,VHCL_TYP_SHORT_DESC,VHCL_USE_SHORT_DESC,TRLR_QTY,VHCL_OWNSHP_SHORT_DESC,VHCL_MVMNT_SHORT_DESC,VHCL_CMPSS_DIR_FROM_SHORT_DESC,VHCL_CMPSS_DIR_TO_SHORT_DESC,VHCL_ACTN_CD,VHCL_EVNT_1_CD,VHCL_EVNT_2_CD,VHCL_EVNT_3_CD,VHCL_CAUSE_1_CD,VHCL_CAUSE_2_CD,VHCL_CAUSE_3_CD,PARTIC_ID,STRIKG_PARTIC_FLG,PARTIC_VHCL_SEQ_NO,PARTIC_TYP_CD,PARTIC_TYP_SHORT_DESC,PARTIC_MVMNT_SHORT_DESC,PARTIC_CMPSS_DIR_FROM_SHORT_DESC,PARTIC_CMPSS_DIR_TO_SHORT_DESC,INJ_SVRTY_SHORT_DESC,AGE_VAL,SEX_CD,DRVR_LIC_STAT_SHORT_DESC,DRVR_RES_SHORT_DESC,PARTIC_ACTN_CD,NON_MOTRST_LOC_SHORT_DESC,PARTIC_ERR_1_CD,PARTIC_ERR_2_CD,PARTIC_ERR_3_CD,PARTIC_EVNT_1_CD,PARTIC_EVNT_2_CD,PARTIC_EVNT_3_CD,PARTIC_CAUSE_1_CD,PARTIC_CAUSE_2_CD,PARTIC_CAUSE_3_CD,TOTAL_CRASHES,TOTAL_ROWS
1682188,14089,CITY,0,0,0,0,0,0,N,FALSE,11/22/2016,3,3P,Multnomah,Portland NE,PORTLAND UA,1,PACIFIC,1,11,6,CN,0,1,0001TJ100S00,302.28,2620,NE WEIDLER ST,9434,NB EX WEIDLER C1,1,INTER,9,,CN,4,CROSS,,1,,0,TRF SIGNAL,0,0,0,RAIN,WET,DAY,ANGL-OTH,ANGL,INJ,,,,4,,,45,32,3.73,-122,39,56.59,3176245,1,1,PSNGR CAR,NONE,0,PRVTE,STRGHT,S,N,0,,,,0,,,3627510,0,1,1,DRVR,,,,INJC,36,2,OR-Y,OR<25,0,,0,,,,,,0,,,717,1693
1682188,14089,CITY,0,0,0,0,0,0,N,FALSE,11/22/2016,3,3P,Multnomah,Portland NE,PORTLAND UA,1,PACIFIC,1,11,6,CN,0,1,0001TJ100S00,302.28,2620,NE WEIDLER ST,9434,NB EX WEIDLER C1,1,INTER,9,,CN,4,CROSS,,1,,0,TRF SIGNAL,0,0,0,RAIN,WET,DAY,ANGL-OTH,ANGL,INJ,,,,4,,,45,32,3.73,-122,39,56.59,3176246,0,2,PSNGR CAR,NONE,0,PRVTE,STRGHT,W,E,0,,,,0,,,3627511,0,1,1,DRVR,,,,INJB,63,2,OR-Y,OR<25,0,,20,,,,,,4,,,717,1693
1714959,14193,NONE,0,0,0,0,0,0,N,FALSE,11/22/2016,3,12P,Multnomah,Portland N,PORTLAND UA,1,PACIFIC,2,11,0,MN,0,,000100200S00,308.25,322,PACIFIC HY I-5,9457,NB EF JANTZN BCH C2,8,BRIDGE,1,,N,4,,RSDMD,,6,0,MEDIAN BAR,0,0,0,RAIN,WET,DAY,S-1STOP,REAR,PDO,13,,,29,,,45,36,58.74,-122,40,34.19,3235510,1,1,PSNGR CAR,NONE,9,N/A,STRGHT,S,N,0,,,,0,,,3687620,0,1,1,DRVR,,,,NONE,0,9,UNK,UNK,0,,0,,,,,,0,,,717,1693
1714959,14193,NONE,0,0,0,0,0,0,N,FALSE,11/22/2016,3,12P,Multnomah,Portland N,PORTLAND UA,1,PACIFIC,2,11,0,MN,0,,000100200S00,308.25,322,PACIFIC HY I-5,9457,NB EF JANTZN BCH C2,8,BRIDGE,1,,N,4,,RSDMD,,6,0,MEDIAN BAR,0,0,0,RAIN,WET,DAY,S-1STOP,REAR,PDO,13,,,29,,,45,36,58.74,-122,40,34.19,3235511,0,2,PSNGR CAR,NONE,9,N/A,STOP,S,N,11,,,,0,,,3687621,0,1,1,DRVR,,,,NONE,0,9,UNK,UNK,0,,0,,,,,,0,,,717,1693
1710494,14223,NONE,0,0,0,0,0,0,N,FALSE,11/23/2016,4,11A,Multnomah,Portland N,PORTLAND UA,1,PACIFIC,1,11,0,MN,0,,000100100S00,302.62,322,PACIFIC HY I-5,9432,SB EX VANCOUVER C3,3,STRGHT,4,,SE,0,,RSDMD,,6,0,UNKNOWN,0,0,0,UNK,UNK,DAY,S-1STOP,REAR,PDO,,,,29,,,45,32,19.43,-122,40,12.13,3227660,1,1,PSNGR CAR,NONE,9,N/A,STRGHT,NW,SE,0,,,,0,,,3679984,0,1,1,DRVR,,,,NONE,0,9,UNK,UNK,0,,0,,,,,,0,,,717,1693
1710494,14223,NONE,0,0,0,0,0,0,N,FALSE,11/23/2016,4,11A,Multnomah,Portland N,PORTLAND UA,1,PACIFIC,1,11,0,MN,0,,000100100S00,302.62,322,PACIFIC HY I-5,9432,SB EX VANCOUVER C3,3,STRGHT,4,,SE,0,,RSDMD,,6,0,UNKNOWN,0,0,0,UNK,UNK,DAY,S-1STOP,REAR,PDO,,,,29,,,45,32,19.43,-122,40,12.13,3227661,0,2,PSNGR CAR,NONE,9,N/A,STOP,NW,SE,11,,,,0,,,3679985,0,1,1,DRVR,,,,NONE,0,9,UNK,UNK,0,,0,,,,,,0,,,717,1693
1682438,14192,NO RPT,0,0,0,0,0,0,N,FALSE,11/23/2016,4,11A,Multnomah,Portland N,PORTLAND UA,1,PACIFIC,1,11,0,MN,0,,000100100S00,302.7,322,PACIFIC HY I-5,9432,SB EX VANCOUVER C3,3,STRGHT,8,,NW,9,,RSDMD,,8,0,UNKNOWN,0,0,0,RAIN,WET,DAY,S-1STOP,REAR,INJ,13,,,29,,,45,32,22.92,-122,40,15.01,3176736,1,1,SEMI TOW,NONE,1,PRVTE,STRGHT,NW,SE,0,,,,0,,,3628110,0,1,1,DRVR,,,,INJC,27,1,OR-Y,OR>25,0,,26,,,,,,29,,,717,1693
1682438,14192,NO RPT,0,0,0,0,0,0,N,FALSE,11/23/2016,4,11A,Multnomah,Portland N,PORTLAND UA,1,PACIFIC,1,11,0,MN,0,,000100100S00,302.7,322,PACIFIC HY I-5,9432,SB EX VANCOUVER C3,3,STRGHT,8,,NW,9,,RSDMD,,8,0,UNKNOWN,0,0,0,RAIN,WET,DAY,S-1STOP,REAR,INJ,13,,,29,,,45,32,22.92,-122,40,15.01,3176737,0,2,TRUCK,NONE,0,PRVTE,STOP,NW,SE,11,13,,,0,,,3628111,0,1,1,DRVR,,,,NONE,52,1,OR-Y,OR<25,0,,0,,,,,,0,,,717,1693
1682438,14192,NO RPT,0,0,0,0,0,0,N,FALSE,11/23/2016,4,11A,Multnomah,Portland N,PORTLAND UA,1,PACIFIC,1,11,0,MN,0,,000100100S00,302.7,322,PACIFIC HY I-5,9432,SB EX VANCOUVER C3,3,STRGHT,8,,NW,9,,RSDMD,,8,0,UNKNOWN,0,0,0,RAIN,WET,DAY,S-1STOP,REAR,INJ,13,,,29,,,45,32,22.92,-122,40,15.01,3176738,0,3,PSNGR CAR,NONE,0,PRVTE,STOP,NW,SE,22,13,,,0,,,3628112,0,1,1,DRVR,,,,NONE,57,1,OTH-Y,N-RES,0,,0,,,,,,0,,,717,1693
1682438,14192,NO RPT,0,0,0,0,0,0,N,FALSE,11/23/2016,4,11A,Multnomah,Portland N,PORTLAND UA,1,PACIFIC,1,11,0,MN,0,,000100100S00,302.7,322,PACIFIC HY I-5,9432,SB EX VANCOUVER C3,3,STRGHT,8,,NW,9,,RSDMD,,8,0,UNKNOWN,0,0,0,RAIN,WET,DAY,S-1STOP,REAR,INJ,13,,,29,,,45,32,22.92,-122,40,15.01,3176739,0,4,PSNGR CAR,NONE,0,RENTL,STOP,NW,SE,22,,,,0,,,3628113,0,1,1,DRVR,,,,NONE,39,1,OTH-Y,N-RES,0,,0,,,,,,0,,,717,1693
1682521,14227,NO RPT,0,0,0,0,0,0,N,FALSE,11/23/2016,4,9P,Multnomah,Portland N,PORTLAND UA,1,PACIFIC,1,11,0,MN,0,,000100100S00,307.5,322,PACIFIC HY I-5,9902,SB EXTO MARINE DR,8,BRIDGE,1,,N,10,,RSDMD,,8,0,UNKNOWN,0,0,0,RAIN,WET,DLIT,S-STRGHT,SS-O,INJ,43,,,13,,,45,36,22.91,-122,40,55.84,3176899,1,1,TRUCK,NONE,0,PRVTE,STRGHT,N,S,0,,,,0,,,3628315,0,1,1,DRVR,,,,NONE,0,1,UNK,UNK,0,,45,,,,,,13,,,717,1693
1682521,14227,NO RPT,0,0,0,0,0,0,N,FALSE,11/23/2016,4,9P,Multnomah,Portland N,PORTLAND UA,1,PACIFIC,1,11,0,MN,0,,000100100S00,307.5,322,PACIFIC HY I-5,9902,SB EXTO MARINE DR,8,BRIDGE,1,,N,10,,RSDMD,,8,0,UNKNOWN,0,0,0,RAIN,WET,DLIT,S-STRGHT,SS-O,INJ,43,,,13,,,45,36,22.91,-122,40,55.84,3176900,0,2,PSNGR CAR,NONE,0,PRVTE,STRGHT,N,S,0,43,,,0,,,3628316,0,1,1,DRVR,,,,INJC,43,2,OR-Y,OR<25,0,,0,,,,,,0,,,717,1693
1682521,14227,NO RPT,0,0,0,0,0,0,N,FALSE,11/23/2016,4,9P,Multnomah,Portland N,PORTLAND UA,1,PACIFIC,1,11,0,MN,0,,000100100S00,307.5,322,PACIFIC HY I-5,9902,SB EXTO MARINE DR,8,BRIDGE,1,,N,10,,RSDMD,,8,0,UNKNOWN,0,0,0,RAIN,WET,DLIT,S-STRGHT,SS-O,INJ,43,,,13,,,45,36,22.91,-122,40,55.84,3176900,0,2,PSNGR CAR,NONE,0,PRVTE,STRGHT,N,S,0,43,,,0,,,3628317,0,2,2,PSNG,,,,INJC,33,1,,,0,,0,,,,,,0,,,717,1693
1682444,14194,NONE,0,0,0,0,0,0,N,FALSE,11/23/2016,4,1P,Multnomah,Portland SW,PORTLAND UA,1,PACIFIC,2,11,0,MN,0,,000100200S00,300.26,9009,MARQUAM BRIDGE,9550,EB EX MARQUAM BR C2,8,BRIDGE,9,,CN,4,,RSDMD,,4,1,UNKNOWN,0,0,0,RAIN,WET,DAY,S-STRGHT,REAR,INJ,,,,29,,,45,30,25.21,-122,40,14.79,3176749,1,1,PSNGR CAR,NONE,0,PRVTE,STRGHT,SW,NE,52,,,,0,,,3628125,0,1,1,DRVR,,,,NONE,48,2,OR-Y,OR<25,0,,42,,,,,,29,,,717,1693
1682444,14194,NONE,0,0,0,0,0,0,N,FALSE,11/23/2016,4,1P,Multnomah,Portland SW,PORTLAND UA,1,PACIFIC,2,11,0,MN,0,,000100200S00,300.26,9009,MARQUAM BRIDGE,9550,EB EX MARQUAM BR C2,8,BRIDGE,9,,CN,4,,RSDMD,,4,1,UNKNOWN,0,0,0,RAIN,WET,DAY,S-STRGHT,REAR,INJ,,,,29,,,45,30,25.21,-122,40,14.79,3176750,0,2,PSNGR CAR,NONE,0,PRVTE,STRGHT,SW,NE,6,,,,0,,,3628126,0,1,1,DRVR,,,,INJA,45,1,OR-Y,OR<25,0,,0,,,,,,0,,,717,1693
1682496,14221,NONE,0,0,0,0,0,0,N,FALSE,11/23/2016,4,7A,Multnomah,Portland Bridges,PORTLAND UA,1,PACIFIC,2,11,0,MN,0,,000100200S00,300.29,9009,MARQUAM BRIDGE,9551,WB EF MARQUAM BR C1,8,BRIDGE,2,,NE,3,,RSDMD,,8,0,UNKNOWN,0,0,0,RAIN,WET,DAWN,S-1STOP,REAR,INJ,,,,29,,,45,30,26.14,-122,40,13.18,3176853,1,1,PSNGR CAR,NONE,0,PRVTE,STRGHT,SW,NE,6,,,,0,,,3628261,0,1,1,DRVR,,,,NONE,22,1,OR-Y,OR>25,0,,26,,,,,,29,,,717,1693
1682496,14221,NONE,0,0,0,0,0,0,N,FALSE,11/23/2016,4,7A,Multnomah,Portland Bridges,PORTLAND UA,1,PACIFIC,2,11,0,MN,0,,000100200S00,300.29,9009,MARQUAM BRIDGE,9551,WB EF MARQUAM BR C1,8,BRIDGE,2,,NE,3,,RSDMD,,8,0,UNKNOWN,0,0,0,RAIN,WET,DAWN,S-1STOP,REAR,INJ,,,,29,,,45,30,26.14,-122,40,13.18,3176854,0,2,PSNGR CAR,NONE,0,PRVTE,STOP,SW,NE,11,,,,0,,,3628262,0,1,1,DRVR,,,,INJC,43,1,OR-Y,OR<25,0,,0,,,,,,0,,,717,1693
1682051,94070,NONE,0,0,0,0,0,0,N,FALSE,11/23/2016,4,12P,Multnomah,Portland Bridges,PORTLAND UA,1,PACIFIC,2,11,0,MN,0,,000100200S00,300.35,9009,MARQUAM BRIDGE,9551,WB EF MARQUAM BR C1,8,BRIDGE,2,,NE,3,,RSDMD,,6,0,UNKNOWN,0,0,0,CLR,DRY,DAY,S-1STOP,REAR,INJ,,,,29,,,45,30,28,-122,40,9.97,3175988,1,1,UNKNOWN,NONE,0,UNKN,STRGHT,SW,NE,0,,,,0,,,3627192,0,1,1,DRVR,,,,NONE,0,9,OR-Y,OR<25,0,,26,,,,,,29,,,717,1693
1682051,94070,NONE,0,0,0,0,0,0,N,FALSE,11/23/2016,4,12P,Multnomah,Portland Bridges,PORTLAND UA,1,PACIFIC,2,11,0,MN,0,,000100200S00,300.35,9009,MARQUAM BRIDGE,9551,WB EF MARQUAM BR C1,8,BRIDGE,2,,NE,3,,RSDMD,,6,0,UNKNOWN,0,0,0,CLR,DRY,DAY,S-1STOP,REAR,INJ,,,,29,,,45,30,28,-122,40,9.97,3175989,0,2,PSNGR CAR,NONE,0,PRVTE,STOP,SW,NE,11,,,,0,,,3627193,0,1,1,DRVR,,,,INJC,24,2,OR-Y,OR<25,0,,0,,,,,,0,,,717,1693
1682391,14179,NONE,0,0,0,0,0,0,N,FALSE,11/23/2016,4,12P,Multnomah,Portland N,PORTLAND UA,1,PACIFIC,2,11,0,MN,0,,000100200S00,305.92,322,PACIFIC HY I-5,9414,NB EX COL BLVD C1,8,BRIDGE,1,,N,5,,RSDMD,,6,0,UNKNOWN,0,0,0,CLR,DRY,DAY,S-1STOP,REAR,INJ,,,,29,,,45,35,2.35,-122,40,44.76,3176644,1,1,PSNGR CAR,NONE,0,PRVTE,STRGHT,S,N,0,,,,0,,,3627994,0,1,1,DRVR,,,,NONE,50,1,OTH-Y,N-RES,0,,26,,,,,,29,,,717,1693
1682391,14179,NONE,0,0,0,0,0,0,N,FALSE,11/23/2016,4,12P,Multnomah,Portland N,PORTLAND UA,1,PACIFIC,2,11,0,MN,0,,000100200S00,305.92,322,PACIFIC HY I-5,9414,NB EX COL BLVD C1,8,BRIDGE,1,,N,5,,RSDMD,,6,0,UNKNOWN,0,0,0,CLR,DRY,DAY,S-1STOP,REAR,INJ,,,,29,,,45,35,2.35,-122,40,44.76,3176645,0,2,PSNGR CAR,NONE,0,PRVTE,STOP,S,N,11,,,,0,,,3627995,0,1,1,DRVR,,,,NONE,53,2,OTH-Y,N-RES,0,,0,,,,,,0,,,717,1693
1682391,14179,NONE,0,0,0,0,0,0,N,FALSE,11/23/2016,4,12P,Multnomah,Portland N,PORTLAND UA,1,PACIFIC,2,11,0,MN,0,,000100200S00,305.92,322,PACIFIC HY I-5,9414,NB EX COL BLVD C1,8,BRIDGE,1,,N,5,,RSDMD,,6,0,UNKNOWN,0,0,0,CLR,DRY,DAY,S-1STOP,REAR,INJ,,,,29,,,45,35,2.35,-122,40,44.76,3176645,0,2,PSNGR CAR,NONE,0,PRVTE,STOP,S,N,11,,,,0,,,3627996,0,2,2,PSNG,,,,INJC,56,2,,,0,,0,,,,,,0,,,717,1693
1715140,14272,NONE,0,0,0,0,0,0,N,FALSE,11/24/2016,5,1P,Multnomah,Portland SW,PORTLAND UA,1,PACIFIC,1,11,0,MN,0,,000100100S00,299.52,306,PACIFIC HY I-5,9493,SB EF MARQUAM BR,3,STRGHT,0,,UN,8,,RSDMD,,6,0,MEDIAN BAR,0,0,0,RAIN,WET,DAY,S-1STOP,REAR,PDO,13,,,29,,,45,29,50.03,-122,40,24.56,3235810,1,1,PSNGR CAR,NONE,9,N/A,STRGHT,N,S,0,,,,0,,,3687910,0,1,1,DRVR,,,,NONE,0,9,UNK,UNK,0,,0,,,,,,0,,,717,1693
1715140,14272,NONE,0,0,0,0,0,0,N,FALSE,11/24/2016,5,1P,Multnomah,Portland SW,PORTLAND UA,1,PACIFIC,1,11,0,MN,0,,000100100S00,299.52,306,PACIFIC HY I-5,9493,SB EF MARQUAM BR,3,STRGHT,0,,UN,8,,RSDMD,,6,0,MEDIAN BAR,0,0,0,RAIN,WET,DAY,S-1STOP,REAR,PDO,13,,,29,,,45,29,50.03,-122,40,24.56,3235811,0,2,PSNGR CAR,NONE,9,N/A,STOP,N,S,11,,,,0,,,3687911,0,1,1,DRVR,,,,NONE,0,9,UNK,UNK,0,,0,,,,,,0,,,717,1693
1715135,14271,NO RPT,0,0,0,0,0,0,N,FALSE,11/24/2016,5,8P,Multnomah,Portland N,PORTLAND UA,1,PACIFIC,2,11,0,MN,0,,000100200S00,306.66,322,PACIFIC HY I-5,9901,EXTO MLK/MARINE C1,3,STRGHT,5,,S,4,,RSDMD,,6,0,MEDIAN BAR,0,0,0,RAIN,WET,DLIT,S-STRGHT,REAR,PDO,,,,29,,,45,35,39.7,-122,41,0.99,3235800,1,1,UNKNOWN,NONE,9,N/A,STRGHT,S,N,0,,,,0,,,3687900,0,1,1,DRVR,,,,NONE,0,9,UNK,UNK,0,,0,,,,,,0,,,717,1693
1715135,14271,NO RPT,0,0,0,0,0,0,N,FALSE,11/24/2016,5,8P,Multnomah,Portland N,PORTLAND UA,1,PACIFIC,2,11,0,MN,0,,000100200S00,306.66,322,PACIFIC HY I-5,9901,EXTO MLK/MARINE C1,3,STRGHT,5,,S,4,,RSDMD,,6,0,MEDIAN BAR,0,0,0,RAIN,WET,DLIT,S-STRGHT,REAR,PDO,,,,29,,,45,35,39.7,-122,41,0.99,3235801,0,2,PSNGR CAR,NONE,9,N/A,STRGHT,S,N,6,,,,0,,,3687901,0,1,1,DRVR,,,,NONE,0,9,UNK,UNK,0,,0,,,,,,0,,,717,1693
1713396,14310,NONE,0,0,0,0,0,0,N,FALSE,11/25/2016,6,7P,Multnomah,Portland SE,PORTLAND UA,1,PACIFIC,1,11,0,MN,0,,000100100S00,300.5,302,PACIFIC HY I-5,9460,NB EXTO BANFIELD C1,8,BRIDGE,5,,S,3,,NONE,,3,0,ONE-WAY,0,0,0,CLR,WET,DLIT,S-1STOP,REAR,PDO,,,,29,,,45,30,33.14,-122,40,1.63,3232767,1,1,PSNGR CAR,NONE,9,N/A,STRGHT,S,N,0,,,,0,,,3684970,0,1,1,DRVR,,,,NONE,0,9,UNK,UNK,0,,0,,,,,,0,,,717,1693
1713396,14310,NONE,0,0,0,0,0,0,N,FALSE,11/25/2016,6,7P,Multnomah,Portland SE,PORTLAND UA,1,PACIFIC,1,11,0,MN,0,,000100100S00,300.5,302,PACIFIC HY I-5,9460,NB EXTO BANFIELD C1,8,BRIDGE,5,,S,3,,NONE,,3,0,ONE-WAY,0,0,0,CLR,WET,DLIT,S-1STOP,REAR,PDO,,,,29,,,45,30,33.14,-122,40,1.63,3232768,0,2,PSNGR CAR,NONE,9,N/A,STOP,S,N,11,,,,0,,,3684971,0,1,1,DRVR,,,,NONE,0,9,UNK,UNK,0,,0,,,,,,0,,,717,1693
1682944,14317,NONE,0,0,0,0,0,0,N,FALSE,11/25/2016,6,2P,Multnomah,Portland N,PORTLAND UA,1,PACIFIC,1,11,0,MN,0,,000100100S00,304,322,PACIFIC HY I-5,9425,SB EF MINNESOTA C3,3,STRGHT,1,,N,8,,RSDMD,,6,0,UNKNOWN,0,0,0,UNK,UNK,DAY,S-1STOP,REAR,INJ,,,,29,,,45,33,22.94,-122,40,43.33,3177716,1,1,UNKNOWN,NONE,0,UNKN,STRGHT,N,S,0,,,,0,,,3629340,0,1,1,DRVR,,,,NONE,0,9,UNK,UNK,0,,26,,,,,,29,,,717,1693
1682944,14317,NONE,0,0,0,0,0,0,N,FALSE,11/25/2016,6,2P,Multnomah,Portland N,PORTLAND UA,1,PACIFIC,1,11,0,MN,0,,000100100S00,304,322,PACIFIC HY I-5,9425,SB EF MINNESOTA C3,3,STRGHT,1,,N,8,,RSDMD,,6,0,UNKNOWN,0,0,0,UNK,UNK,DAY,S-1STOP,REAR,INJ,,,,29,,,45,33,22.94,-122,40,43.33,3177717,0,2,PSNGR CAR,NONE,0,PRVTE,STOP,N,S,11,,,,0,,,3629341,0,1,1,DRVR,,,,NONE,16,2,UNK,OR>25,0,,0,,,,,,0,,,717,1693
1682944,14317,NONE,0,0,0,0,0,0,N,FALSE,11/25/2016,6,2P,Multnomah,Portland N,PORTLAND UA,1,PACIFIC,1,11,0,MN,0,,000100100S00,304,322,PACIFIC HY I-5,9425,SB EF MINNESOTA C3,3,STRGHT,1,,N,8,,RSDMD,,6,0,UNKNOWN,0,0,0,UNK,UNK,DAY,S-1STOP,REAR,INJ,,,,29,,,45,33,22.94,-122,40,43.33,3177717,0,2,PSNGR CAR,NONE,0,PRVTE,STOP,N,S,11,,,,0,,,3629342,0,2,2,PSNG,,,,INJC,50,2,,,0,,0,,,,,,0,,,717,1693
1682944,14317,NONE,0,0,0,0,0,0,N,FALSE,11/25/2016,6,2P,Multnomah,Portland N,PORTLAND UA,1,PACIFIC,1,11,0,MN,0,,000100100S00,304,322,PACIFIC HY I-5,9425,SB EF MINNESOTA C3,3,STRGHT,1,,N,8,,RSDMD,,6,0,UNKNOWN,0,0,0,UNK,UNK,DAY,S-1STOP,REAR,INJ,,,,29,,,45,33,22.94,-122,40,43.33,3177718,0,3,UNKNOWN,NONE,0,UNKN,STOP,N,S,22,,,,0,,,3629343,0,1,1,DRVR,,,,NONE,0,9,UNK,UNK,0,,0,,,,,,0,,,717,1693
1713290,15921,NONE,0,0,0,0,0,0,N,FALSE,11/26/2016,7,5P,Multnomah,Portland N,PORTLAND UA,1,PACIFIC,1,11,0,MN,0,,000100100S00,302.45,322,PACIFIC HY I-5,9432,SB EX VANCOUVER C3,3,STRGHT,4,,SE,8,,RSDMD,,6,0,MEDIAN BAR,0,0,0,RAIN,WET,DLIT,S-1STOP,REAR,PDO,,,,29,,,45,32,11.92,-122,40,5.75,3232567,1,1,PSNGR CAR,NONE,9,N/A,STRGHT,NW,SE,0,,,,0,,,3684779,0,1,1,DRVR,,,,NONE,0,9,UNK,UNK,0,,0,,,,,,0,,,717,1693
1713290,15921,NONE,0,0,0,0,0,0,N,FALSE,11/26/2016,7,5P,Multnomah,Portland N,PORTLAND UA,1,PACIFIC,1,11,0,MN,0,,000100100S00,302.45,322,PACIFIC HY I-5,9432,SB EX VANCOUVER C3,3,STRGHT,4,,SE,8,,RSDMD,,6,0,MEDIAN BAR,0,0,0,RAIN,WET,DLIT,S-1STOP,REAR,PDO,,,,29,,,45,32,11.92,-122,40,5.75,3232568,0,2,PSNGR CAR,NONE,9,N/A,STOP,NW,SE,11,,,,0,,,3684780,0,1,1,DRVR,,,,NONE,0,9,UNK,UNK,0,,0,,,,,,0,,,717,1693
1713517,14335,NONE,0,0,0,0,0,0,N,FALSE,11/26/2016,7,6P,Multnomah,Portland N,PORTLAND UA,1,PACIFIC,1,11,0,MN,0,,000100100S00,304.45,322,PACIFIC HY I-5,9424,SB EX MINNESOTA C2,3,STRGHT,5,,S,7,,RSDMD,,6,0,UNKNOWN,0,0,0,RAIN,WET,DUSK,S-1STOP,REAR,PDO,,,,29,,,45,33,47.05,-122,40,43.29,3232976,1,1,PSNGR CAR,NONE,9,N/A,STRGHT,N,S,0,,,,0,,,3685172,0,1,1,DRVR,,,,NONE,0,9,UNK,UNK,0,,0,,,,,,0,,,717,1693
1713517,14335,NONE,0,0,0,0,0,0,N,FALSE,11/26/2016,7,6P,Multnomah,Portland N,PORTLAND UA,1,PACIFIC,1,11,0,MN,0,,000100100S00,304.45,322,PACIFIC HY I-5,9424,SB EX MINNESOTA C2,3,STRGHT,5,,S,7,,RSDMD,,6,0,UNKNOWN,0,0,0,RAIN,WET,DUSK,S-1STOP,REAR,PDO,,,,29,,,45,33,47.05,-122,40,43.29,3232977,0,2,PSNGR CAR,NONE,9,N/A,STOP,N,S,11,,,,0,,,3685173,0,1,1,DRVR,,,,NONE,0,9,UNK,UNK,0,,0,,,,,,0,,,717,1693
1713530,14339,NONE,0,0,0,0,0,0,N,FALSE,11/26/2016,7,5P,Multnomah,Portland Bridges,PORTLAND UA,1,PACIFIC,2,11,0,MN,0,,000100200S00,300.45,9009,MARQUAM BRIDGE,9453,NB EXTO PAC HY I-5,8,BRIDGE,7,,W,4,,NONE,,3,0,ONE-WAY,0,0,0,RAIN,WET,DLIT,S-STRGHT,REAR,PDO,,,,29,,,45,30,31.1,-122,40,4.61,3233001,1,1,PSNGR CAR,NONE,9,N/A,STRGHT,E,W,0,,,,0,,,3685196,0,1,1,DRVR,,,,NONE,0,9,UNK,UNK,0,,0,,,,,,0,,,717,1693
1713530,14339,NONE,0,0,0,0,0,0,N,FALSE,11/26/2016,7,5P,Multnomah,Portland Bridges,PORTLAND UA,1,PACIFIC,2,11,0,MN,0,,000100200S00,300.45,9009,MARQUAM BRIDGE,9453,NB EXTO PAC HY I-5,8,BRIDGE,7,,W,4,,NONE,,3,0,ONE-WAY,0,0,0,RAIN,WET,DLIT,S-STRGHT,REAR,PDO,,,,29,,,45,30,31.1,-122,40,4.61,3233002,0,2,PSNGR CAR,NONE,9,N/A,STRGHT,E,W,6,,,,0,,,3685197,0,1,1,DRVR,,,,NONE,0,9,UNK,UNK,0,,0,,,,,,0,,,717,1693
